text,label
Brando is so good. I love the first two but part three sucks pretty bad.,positive
"this film watches again, again, again and again...",positive
"My favorite American classic. Marlin Brando was obviously one of the greatest actors of our time. Pacino not far behind. What's not to love about the Godfather? If you haven't seen this movie, you better see it fast.",positive
the best one of the trilogy i think,positive
An offer I can never resist.,positive
Always as good as the first time I watched it....,positive
Ladies and Gent... On your knee please,positive
an offer that cant refuse...,positive
This movie just falls short of Forest Gump on my all time list. Every character is interesting the plot holds u and never lets go. The scene where Micheal has 2 shoot the two cops was one of the best scenes in movie history! This is the definition of an Oscar movie. Sunny was my favorite character.,positive
The importance of loyalty has never been explianed better than in this movie,positive
I'm gonna make him an offer he can't refuse! Don Corleone! Love it!,positive
"greatest movie ever made about family, moral, and respect.",positive
Probably the best movie ever made.,positive
who hasn't seen it!!,positive
"You either love it, or you think its alright. Very few people don't like it.",positive
The critics aren't lying. The Gangster epic is what it is - a classic and Part II isn't far off.,positive
One of the best made films of all time. A great cast and Al Pachino was fantastic,positive
The Greatest Movie Ever Made,positive
"Brando, Pacino and a great story: a masterpiece. Maybe just one flaw: real Mafia isn't that old fashioned.",positive
Leave the gun...take the Cannoli,positive
"Absolutely amazing! I loved it! Really long, but totally worth it. Can't wait to see the other two.",positive
"Un Clasico,demasiado buena",positive
ClASSIC just Amazing !!!!!!!!!!!!!!,positive
"Obra maestra. MÃ­ pelÃ­cula favorita. Muy parecida al libro, en la 2 retomando la historia de Vito. Pocas crÃ­ticas se pueden realizar a las 2 primeras. Brando y pacino notables",positive
the best performance of Marlon Brando,positive
it is the best movie Ä±'ve ever seen and i believe nobody wÄ±ll do same like this...,positive
"""swimming with the fishes, ""never go against the family"" and ""i made him an offer he couldn't refuse"" Enough said.",positive
greatest movie of all time,positive
"Best ganster film ever, marlon brando absolute legend",positive
"How could this movie possibly get anything other than 5 stars? C'mon!! Simply put, one of the greatest American movies ever made.",positive
My favourite film off all time. Cast is superb!!Best gangster film off all time. Class,positive
"First watched this when I was 18. Recently watched it again, another 18 years later, after having read the book. The first time, I was bored to tears. This time, after reading the wonderful novel, I enjoyed it much more but still found and it short. I accept it now as a very good movie, but still can't understand the ""Greatest Movie of All Time"" label it often receives. The second film was much better, in my opinion.",negative
The book is always better then the movie. This cause is no different. but the while the sequence was out of whack the story was told just as well,positive
"ItÂ´s a kind of ""man movie"" and thatÂ´s why I loved it. Deep, shows the emotions of ""another world"" (in many aspects for me).",positive
A movie you can watch again and again ... which is good because the networks keep showing it again and again.,positive
The original crime saga that still holds up to this day.,positive
The start of a great career (Al Pacino).,positive
L'Honneur et le Respect a l'Ã©tat pur.Voila ce qu'on apprend dans ce chef d'oeuvre,positive
"""Garde tes amis prÃ©s de toi et ennemis plus proches encore.""",positive
"la violence n'est qu'une composante essentielle de cette lutte de pouvoirs, dinfluence, oÃ¹ un idÃ©aliste amoureux de perd malgrÃ© son envie de justice et de transparence, pour laquelle il sacrifie sa femme pour en pas trahir son pÃ¨re qui, mÃªme mort, impose sa volontÃ© et son modÃ¨le.. cette histoire me transporte, je me prends au jeu, si bien qu'autant dire que j'en ai pour 9 heures... Le film est un classique c'est sur, et ce grÃ¢ce Ã  sa musique, qui le rend identifiable dÃ¨s les premiÃ¨res secondes..",positive
An essential piece to American movie epics. Part of the beauty of this film is in its pace - slow and deliberate. It puts the viewer into the 1940s and keeps you there. Each transition from scene to scene is slow but that slowness offers a break from the intense dialogue and drama that takes place with the characters. Fantastic!,positive
I don't get all the buzz... It's not horrible.. but its for sure not the best movie ever...,negative
The best of the best of the best,positive
THE BEST MOVIE EVER.,positive
"how i have never seen this movie until just recently is beyond me. loved it, considering it a new bestfriend.",positive
Ovaj film mi je jedan od omiljenih pre svega zbog glume Marlona Branda... Strasno mu lezi uloga...,positive
an exceptional movie,positive
Gets better every time,positive
"After watching Godfather Triology, everyother movie regarding the mafia styled theme or story just seems redundant.",positive
Best movie of all time. More meening than any crap out there now!!,positive
"The God of the Mob Movie, Best Classic Movie I ever had.",positive
"There's no reason why this had to be 3 hours. Everybody gives a good performance, and the film itself packs a few wollops, but it would've benefited from some tighter editing.",positive
"Far from ""the greatest movie ever made,"" although I will say it had one of the better casts. There were definitely some great moments.. but i dont know. Too many motivations left unexplained and too many moments where characters suddenly knew everything. The beginning set up a great conflict with young Michael wanting to distance himself from his family which just got forgotten along the way.",negative
"a classic movie, I tried so hard not to watch... but after a passenger wearing a movie t-shirt told me twice to watch, I surrended, watched and liked! I keep my tought, it's a guy movie, about family, but guy movie, haha. Really long however interesting, good actors. Have to watch it one more time, at least!",positive
I dare you to not wanna be in the mafia by the end of this film!,positive
"Can't say I'm a big fan, but this movie was always on my list. Al Pacino was really something in his day.",negative
No commentary required.,positive
"For some reason I just can never really get into this movie. I think it's because the first time I saw it I started halfway through, then watched the first half later.",negative
What can you say... it's the Godfather.,positive
All fans of American Cinema must see this film...simply put...Brando...,positive
beautiful. everything a movie should be.,positive
Unwritten law. Every boy must watch this at least 2 times before he becomes a man. And...you have to list this as one of your favorite movies.,positive
Perfect! That's all I can say!,positive
luca brasi sleeps with the fishes,positive
the trilogy is cinematic genius. mario puzo is the guy.,positive
Best Movie Ever Made,positive
Best movie ive ever seen hands down,positive
Best movie of all time! All 3 parts of it!,positive
The godfather of the genre. No mafioso film can touch this (at least none has done so far).,positive
"Classic and timeless, the Godfather is an incredible masterpiece of cinema and a chilling, conflicting and empowering tale of family and revenge",positive
best gangster movie ever. period,positive
An offer you can't refuse.,positive
"Best movie, book, acting, directing, and killing ever. Period. ..",positive
"Makes you want to be Italian, well Sicilian.",positive
i love it greatest epic trilogy of all time,positive
ONE OF THE VERY BEST,positive
It is as good as the book! A bestseller!!!!!!,positive
One of the best movies of all time. This one really paved the way for gangster movies.,positive
Now...that's a Moviee!!,positive
"""I'll make him an offer he can't refuse."" An absolute masterpiece.",positive
A classic that actually lives up to the hype.,positive
The best movie i've ever seen,positive
one of the best movies of all time.,positive
one of my favorite movies,positive
The best gansta film of all time and the true original Godfather of the genre,positive
Everyone one needs a lil godfather in their life!,positive
"Having watched this for a second time now and taken my time to understand the film I recognise that I judged this film too harshly the first time simply because for a 3 hour film there are some slower conversational scenes and Marlon Brando's raspy voice does get a little irritating after a while but these are really minor irks for a film that is quite rightly labelled a masterpiece by fans and critics alike. There are some outstanding scenes and it is brilliantly shot by Coppola before he even gave us Apocalypse Now, teaming up with Brando again seven years later. The score is terrific and so is the entire cast, particularly a very young Al Pacino but most of all Marlon Brando. Here is a man who can project fear whilst remaining perfectly calm with the same tone of voice throughout. He is essentially a crime boss who from the very beginning of the film is set up as a deeply rooted family man. It is therefore touching and actually emotional to see Don Corleone die when he is playing out in the garden alongside his son Michael's (Pacino) young kid. There are admittedly some moments where you can easily tune out but you can say that about the majority of motion pictures you see. Whilst this is far from being my favourite film of all time, I do now appreciate why there is big interest in this inspiring film. For me though, whilst we're still on the IMDB best films debate, Shawshank Redemption still beats this for me. It's more the sort of film I enjoy, what can I say?",positive
Brando and Pacino are mesmerising.,positive
Also have The Godfather part II and The Godfather III,positive
I can't stay awake through this. I've tried so many times.,negative
The best movie ever made.,positive
awesome film although not as good as part 2,positive
A classic Mafia movie.,positive
i never seem to get past the wedding part...,negative
"The quintessential 'family' film, the benchmark and Coppola's finest story.",positive
A movie I can't resist,positive
Just Brilliant...what can you say about a film with this much talent.,positive
This is IT. This is in my view the greatest film ever made. It's perfect in every way and is a truly towering epic.,positive
Greater movie! One of the best! Possibly the best movie ending of all time!,positive
Filmed in Technicolor- absolutely glorious!,positive
this is the best movie of ALL TIME!!!,positive
"Me encantÃ³ el libro, me encantÃ³ la pelÃ­cula, hermosa interpretaciÃ³n de don vito... con esta pelÃ­cula me enamorÃ© de robert de niro",positive
u want 2c an amazing gangster film then this is the 1 to watch.,positive
The best film of all time. The original and the greatest,positive
"This really is as good as its reputation would have it be -- tightly plotted, perfectly paced, brilliantly acted. I just wish that DVD rental places made sure their DVDs weren't scratchy or dirty -- I'd rather not have missed the few lines I did.",positive
ademas de ser entretenida te deja una mensaje sobre la confianza y la familia . una pelicula muy cristiana,positive
"Stanley Kubrick called this the greatest film ever made. Who the fuck are we to argue with Stanley Kubrick? Nobody, that's who.",positive
"Im italian so by right of passage I love mob flicks, Al Pacino is also my favorite Actor. Marlon Brando and Ray Liota add to this steller film!",positive
Without a doubt one of the best films ever made.,positive
better than fireworks on Christmas morning,positive
Every man needs to watch the triology before they die.,positive
Classic movie. Either you see it or your brains go across your TV!,positive
"A classic movie, never gets old",positive
il n y a pas de mot pour dÃ©crire ce chef d'Åuvre,positive
"It's the 'effing Godfather. I mean, c'mon, it's a classic. Watch it and you'll see why.",positive
apparently the greatest film of all time,positive
Everything has allready been said about it... I mean... : ),positive
"Klasiker, er der andet at sige??!!",positive
"The 3 hours just whizz away.... classic, best adaptation of a novel ever!",positive
I blame everything on Connie's husband.,positive
What a film is all I can say about this film. Just epic,positive
seen them all... awesome movie,positive
"As much as I wanted to really like this film, I didn't really like it that much. The film was very long and I just couldn't stick to the story. I dozed of a bit in between some parts but I did think it was a good movie in some scenes. Al Pacino just didn't play the role right when I watched it. He showed no compassion in the sad scenes and kept a straight face. Marlon Brando was terrific in his role but someone told me that he forgot all of his lines and was reading of Q cards for the entire movie. Robert Duvall wasn't really a primary character in this film and he was only in speaking scenes and no action was involved with his character. A very violent and powerful movie, good directing but the story was too long. I'll have to watch this movie again when I'm fully awake and when I understand the Mafia a bit better.",negative
"I'm slightly embarrassed that I didn't see this movie until now. It's pretty great. Finally a ""classic"" three-hour movie that doesn't FEEL like three hours or more (I'm looking at you, Gone with the Wind and Dr. Zhivago...) I must say that the DVD transfer of this that I watched (probably done more than 10 years ago)...sucks. It's grainy and flat-looking and crappy. It doesn't look good at all, and it needs to be re-mastered. Maybe when they release it on Blu-Ray or HD-DVD. Anyway, Brando and Pacino turn in great performances here...obviously. What can I say about The Godfather. Is this movie in the top three ever made, as some seem to think? I dunno... Maybe. For one of those unbelievably ""hyped"" movies, it lived up to my expecations pretty well, which is all I can ask.",positive
Classic. Father of all mob movies,positive
If you have to ask then your not a movie fan,positive
"This is one of the undying classics that everyone needs to see. Beyond the violence, there is a wonderful and interesting storyline that shows mafia activity of this era.",positive
"The only movie worthy of the word ""PERFECT""",positive
"Romance, blood, and blood relatives...with some cannoli thrown in...",positive
truly awe inspiring in places.,positive
"Its effect is somewhat deadened by frequent parody, and it suffers from being overrated, but, yeah, it's really good.",positive
"Wow. I ﬁnally saw this from beginning to end (I had seen bits prior) and was mesmerized. The character development is brilliant, and Coppola gets down to good old-fashioned storytelling, something Hollywood does not do very well these days. The Rota themes are haunting and the score, in general, remains powerful. Brando is so-so; it’s Pacino who makes this.",positive
A Masterpiece!!!! I wonder how would cost have all these actors together now?,positive
"Ahh, super cool, ashamed I havent seen it before now. Pacino and Caan are BA.",positive
The greatest film ever made. Ever.,positive
Do you really need a comment? Hasn't everyone seen this?,positive
One of the best movies of all time. 'Nuff said.,positive
LOVED this movie! It had really awesome unexpected character development.,positive
Classic. The ending makes up for the parts that seem dead in the middle of the film.,positive
Only topped by its sequal,positive
Unsurpassable! This is it.,positive
The classic picture of Vito Corleone will forever be remembered by late Marlon Brando. Great masterpiece..,positive
"I really love the book and the film is much better,",positive
come on its the god father,positive
"some people don't know why they like it, they just do. i'm not one of them. i don't have the time, nor the desire to tell you why, just take my word.",positive
the best movie ever made hands down,positive
Who hasn't seen it? Pure Classic,positive
"This is the benchmark of mafia films. Amazing script, and acting that hasn't been better before or after. Brando is great, but he should have had the Oscar for best SUPPORTING, because as I see it he is not the lead role, Pacino is. But anyway, this is definitely a film you have to watch before you die!",positive
Love the book. Love the film. Can watch over and over again. Prefer to watch 1 and 2 one after the other. Part 2 best sequel ever made,positive
This movie is flawless in its portrayal of the Mafia gang and their influence on the society at the time. The acting is amazing and the plot is perfect. Marlon Brando especially shines here with his performance and atmosphere when he comes on scene. This is definitely the film that has stepped up the film industry as not just entertainment but as something that makes you think.,positive
Marlon Brando er filmens helt store oplevelse! Intet mindre end genial. I Ã¸vrigt bare Ã (C)n af mange super prÃ¦stationer. Og musikken er jo legendarisk...,positive
"The dialogue and story line have so many hidden meanings that you have to watch it a couple of times to fully understand it, but that's what makes a good movie.",positive
You can't say anything about this film that hasn't been said better. I watch it once a year.,positive
i am gonna make u an offer you will never refuse! :),positive
"Leave the gun, grab the cannoli",positive
"Great movie. Better than ""Scarface""...hehehe!",positive
"i had some difficulty keeping the characters straight, and the fight scenes looked pretty fake.",negative
Of course its amazing,positive
bu filme soylenecek bir soz bulamÄ±yorum .....oyuncular sahneler anlatim super benim favori filmim diyebilirim unutulmaz aktor marlon brando nun sineme tarihine kazandirdigi muhtesem bir film,positive
"what can i say? i'm a mafioso at heart; i desperately want to whack people. this is the only godfather film that i can watch again and again. the second: meh, ok. the third: horrific; slit my wrists please.",positive
"best movie, ever An offer you can't refuse...",positive
"Just PERFECT. Anyone who says "" Don't want to see it"" are stupid people.",positive
Just awesome! marlon brando WOW!,positive
"simply the best movie ever made. i recently was able to experience it for the first time on the big screen, outside at centennial park in sydney. definition of a classic.",positive
You cant mess with this movie,positive
"Godfatherfilmene er bare kult...de er gennemfoerte, velspillede og underholdende og saa kan man jo ikke bede om mere",positive
"Although most people like the second film better, I would say that this is the best. Plus, James Caan is fantastic in it.",positive
Brilliant film. Some of the best acting you will ever find in one film. The story line is perfect and to say over 70% of Marlon Brando's lines were improvised he did a damb good job.,positive
But don't ever take sides with anyone against the Family again. Ever.,positive
Best film ever! Mejor pelÃ­cula. Millor PelÃ­cula,positive
la mejor pelicula the best jakinstern,positive
greatest movie ever.,positive
My second favorite gangster movie.,positive
I can watch this again and again...,positive
Best movie ever made. full stop.,positive
you can see it as many times as your friends want :P,positive
It's just simply the greatest movie of all time!! With the best actor of all time Marlon Brando. Al pacino is pretty good in it as well! Haha,positive
make him a bloody offer marlon! make him a bloody offer!,positive
Absolute perfection. Probably the best 3 hours I've ever spent in front of a screen.,positive
SOLO ES LA MEJOR PELICULA DE LA HISTORIA SEGUN MUCHOS.... PARA MI ENTRA EN EL TOP 10,positive
Best movie I've seen,positive
Favorite crime movie of all time. Al Pachino and Marlon Brando were great in this movie. The two movies were just as good as well.,positive
O melhor filme da historia da setima arte.,positive
Melhor filme de todos os tempos..,positive
Epic piece of film. Storyline was perfect... acting is unmatched to this day. Music is spooky and catchy. Amazing... just amazing.,positive
definitely a masterpiece,positive
Amazingly rich with character development and mafia culture,positive
SIMPLEMENTE LA MEJOR PELICULA DE TODOS LOS TIEMPOS! EL COMPENDIO DE SABIDURIA!!!,positive
"The greatest movie ever made. Everyone's been trying to create something as good, and no one's come close.",positive
... it's THE GODDAMNFATHER... what can I say more?,positive
greatest movie of all time,positive
Una pelicula muy bien hecha.,positive
There is only one movie better - and that's the sequel/prequel. I cared and felt about dispicable people. Great development and depth of characters. Incredible acting.,positive
"""Leave the gun, take the cannolis.""",positive
"Flawless, spell-binding, engaging, and intense. The acting and believable performances polish this movie as a classic, and the epic story garners its place in history as one of the finest movies and greatest tales ever told. Everything, everything, everything about it is just perfect. For me, it is king of movies and glorious among its mobster movie peers.",positive
"This is a classic. An epic gangster flick that set the stage for future movies and series like the Sopranos. Pachino and Brando are brilliant, the story is well told - it doesn't get much better.",positive
The best movie about mafia ever!,positive
Needs no review from me. I can't do this movie justice.,positive
saw it when it first came out - went to sleep in my parents' room that night,positive
"if you haven't seen this film i'll presume you're under 25 years of age, if you have and you don't think it's the greatest film ever made then i'll presume you're the anti christ",positive
Completely enthralling. What more could you ask for?,positive
The godfather trilogy is the perfect synopsis of life...The more u see these three movies the wiser u get!,positive
perhaps one of the greatest films of all time,positive
one of the greatest mob films yet and it is a classic,positive
"Greatest movie ever. Most quoteable, too.",positive
I can watch this movie over and over.,positive
"best movie ever, and i can quote every line",positive
"A classic. His quotes are part of our lives, one of the best movies ever.",positive
what can you say the title says it all.,positive
Absolutely Loved it!,positive
"Brilliantly acted,written,directed and preformed.A REAL masterpiece.",positive
All time classic gangster movie ever..!! Feel regret for the one who miss this trilogy...(even though the 3rd is not that good but it makes the story ended completely),positive
El inicio de la mejor trilogia en la historia del cine.,positive
Best movie of it's time.... terrific Quotes,positive
CLASS GANGSTER FILM!,positive
Fantastico!!! Viva el cosa nostra. Dont chose to watch it at our own risk. mama mia!,positive
i lovvvve these films,positive
I would say one of the greatest American made film ever.,positive
"al pacino mulai dikenal sbagai pmain watak di film ini as Michael Corleone yang sangat idealis awalnya. beberapa hal yang bisa dipelajari dari film ini, trust no one n family always come first..",positive
The Best movie of all time!!!,positive
"The BEST Godfather. The hauntingly beautiful soundtrack ""Speak Softly"". And Marlon, how good was he? Mama Mia, Fantastico!!",positive
Classic! Must see... and own!,positive
"Can a girl like this movie as much as a guy? My Italian husband loves me just a little more because I love it as much as he. Oh, and I had to teach my little nephew to tell me what Luca Braci was doing...",positive
Classic in every way,positive
Make him an offer he cant refuse,positive
"can't say no to the godfather, nor can he on this the day of his daughters wedding",positive
Even if you dont like it. You gotta respect it! One of the most quoted movies. Terrific cast. great story.,positive
One day I will call on you for a favor.,positive
"""Dooooooooood...it's the greatest film of all time. Doooooooood, it's classic! That horse head?!!?! In the BED?!?! Sooooo gangster!! PACINO?! PACINO?!! Duuuude..I've got like, this and 'Scarface' tucked up inside me for when I get put in the slammer. 'cause, well, I'm gangster too, man..""",negative
Marlon Brando is one of the best actor ever.,positive
"if you haven't seen it, it should be the next thing you do. it is simply the best movie ever made.",positive
"One of my all time favorites, and a great source of quotes.",positive
one of my all time favourites,positive
too . . . good . . . way . . . too . . . good . . .,positive
The best gangster movie ever made!!! Nothing else to say about it!,positive
THE BEST OF TEH BEST...!!!,positive
Amazing! An epic classic that defines mafia films. Francis Ford Coppola deserved the Directing oscar for this!,positive
The greatest gangster movie of all time. Begs the qustion which is more frightening: Pacino as Michael or Pacino as Scarface. Silent but deadly or loud and deadly.,positive
One of the best movies ever made,positive
ahhhh!!! LOVE IT!!!!,positive
"I guess, I'm no different than everyone else. I love this one. Marlon Brando is good. Al Pacino is good. The storyline is so interesting, intense, twisting... The acting is brilliant, it's well directed and cut together... I wish Hollywood still produced movies like this one.",positive
Gangsta. Why not top it with this?,positive
Classic! Marlon Brando at one of his best roles. Fantastic to see the highs and lowes of this family over the decades in 3 episodes.,positive
A man who takes care of business.,positive
"The Granddaddy of mobster movies. Taut, thrilling, very smart.",positive
these 5 stars are for all 3 godfather films. epic brilliant genius.,positive
"Great movie, must watch more than once to get the full effect",positive
The best movie of all time.,positive
Simply perfect: THE movie!,positive
classic; the only mob movie worth watching (besides Godfather II),positive
"I keep going back and forth... is it superior to Part Two or does Part Two surpass Part One? They are both remarkable and enjoyable, so it really is a question for film experts. The more I watch it, the less of a gangster/Mafia film it seems and the more of a family movie it becomes. Although Vito takes part in organized crime, he does so with honor and respect... and expect the same of those around him. He is a stern yet loving father... he adores his family. We never see any evidence of a mistress. His wife is no shrinking violet. He greatly trusts his adopted son... more so than his middle boy Fredo. You can act like a man! A man that doesn't spend time with his family can never be a real man. I live my life, I don't apologize to take care of my family. Never tell anyone outside the family what you're thinking again! Vito is the American Dream... and we get even more evidence of this in Part Two.",positive
All time favorite movie ever!,positive
"De lo mejor.... la actuacion de Al Pacino simplemente espectacular, sin olvidar a Marlon Brando",positive
"My absolute all-time favorite movie...Acting, directing, cinematography...Excellence all around...",positive
"""You come and ask me for a favour, but when was the last time you just came around for a cup of coffee, to talk."" I like this movie because it can be related to so easily. Better than the next two Godfathers by miles.",negative
Just one of the best old movies. A must see,positive
Who DOESNT love the godfather tbf..!?,positive
the Grandaddy of em all. One of the best made films ever. Marlon Brando rules! Alpacino changes personality very evidently within the course of the move!!!!!!,positive
all time classic any one who says diferently needs their head examined,positive
The greatest gangster movie EVER made,positive
"It takes time to understand a wine is good or not. It takes 3789 gangster movies to understand that this one was a special. Great everything, actors, music, director. MAKE the REDUX NOW!!!!!",positive
Best movie ever made!!!,positive
we never forgot dead horse head in his bed,negative
"Aswers for all questions. Almost the 'I Ching' - ""Just business""",positive
"Has language and gore, but as a friend of mine likes to say ""it's a family movie"".",positive
"The Godfather actually gives you some insight of the life of the mob in the early 30's, I like it, good actors, and good story",positive
the best movie ever!!!!!!!,positive
"This American classic set the bar for a new generation of the gangster genre. Long gone are the mindless bad guys of the film noir era, these criminals are smart, organized, and likeable. Coppola takes the viewer for the first time into the family and lets us all experience the good and the bad of organized crime.",negative
"Como siempre Pacino, con una buena pelÃ­cula y una buena actuaciÃ³n. AdemÃ¡s le luce el look de los 70's",positive
"Espectacular. Un clasico de clasicos..la mejor pelicula del mundo!! Las actuaciones, la escenografia, la musica, todo es simplemente perfecto y adecuado para la historia.",positive
"Classic movie. Perfect in every way. I love that scene between Pacino and Brandon in the garden ""there just wasn't enough time Michael"" god i love that line.",positive
A Story that needed to be told. Brando deserved his Oscar for the performance he gave.,positive
Marlon Brando: amazing. Al Pacino: fierceness in his eyes. A wonderful movie that has shown Italian Mafia all over the world!,positive
"i'm going to be honest. Lots of people would give five starts because its a given that this is a classic, and it is a classic, but i wasnt wowd.i think i need to watch it again. Good film, but not as entertaining as say goodfellas. but yea, built up to much i suppose. and it couldnt have been any better, so that means there was nothing wrong with it...hmmm, i'll watch it again..",positive
the best film in the world!!,positive
"The best movie of all time. Incredible, sweeping story. Some of the most classic, timeless performances in the history of cinema. Brilliant often copied cinemetography. Dialogue so famous it has entered our everyday lexicon. One of the once in a lifetime instances where luck, skill, timing and talent all coincided in a cosmic accident that created this - the best movie ever put on film.",positive
"Classic. Great performances. Wonderful visuals. Not the world masterpiece lots of people make it out to be, and Coppola is not a first-rank director, but this is soooo much better than the book it's incredible. Pacino's performance is a tour de force, though they don't give him much time onscreen for his big change. Not sure why they did that to him. The movie would probably be a world masterpiece if they'd thought about that a bit more...one cool tracking shot and all of a sudden he's a capo de tutti capi? Huh.",positive
The other side of the coin of Goodfellas - two views of the mob in American culture. Epic masterpiece. Confronts us with what is admirable and despicable about the mob - and proof that loyalty to people over ideas is invariably a formula for moral disaster.,positive
The BEST EVER MOVIE ON FILM,positive
The first is the best!,positive
the best film ever made,positive
"il film migliore fatto mai! Ã¨ un film classico e scuro, but appassionato e commovente. Ho visto questo film mille volte da quando ero un bambino. un film che potete vedere ripetutamente ancora.",positive
The Second Best Film Ever Made,positive
best film of all time??? aye,positive
"Film making at its finest... next time you pop it in, just pay attention to how much is conveyed in the first 15 minutes of the film, and note the amount of dialogue. Lighting, music, pace, editing...",positive
"I was never a fan of mob movies, although i loved the sopranos. but yeah...i still don't like mob movies. I didnt feel for any of the characters like i did Tony Soprano/Montana",negative
Marlon brandon me encanta tiene un nose que...,positive
"love it!!!!!!!! Al, Brando, Roberto, LOVE THEM!!!!",positive
The closest humanity has come to achieving perfection in anything.,positive
"La mejor saga de la historia, ya no hay cine asi.",positive
"muy wena, y a mi parecer, la mejor dentro de la trilogÃ­a.",positive
"Beste mafiafilm ever, kanskje beste film ever?",positive
This movie is flawless.,positive
words cannot express! masterpiece,positive
this is how movies should be like : ),positive
"it is hailed as a film of classic. I love the acting of Al Pacino, who is Michael Corleone in The Godfather. i watched this a few days ago, however it is still lingering over my mind now! I cant describe my feelings for this film clearly All i can say is that i am impressed and shocked by The Godfather=P",positive
Great - but part 2 is better.,positive
All time classic. Story telling at its very best,positive
"this one is the first and it will always be hahahahahahahaha,Marlon,Al , u rock",positive
"Best ever, watched it 100's of times!!",positive
"Once you become a Godfather (3x for me), you have to like it.",positive
An absolute masterpiece. Everybody needs to watch this immense film!,positive
Trilogie culte Ã  voir et revoir sans modÃ©ration. Un monument du cinÃ©ma. La scÃ¨ne oÃ¹ Michael Corleone perd sa fille sur les marches de l'opÃ©ra est la plus forte Ã©motion cinÃ©matographique que j'ai ressenti.Quel jeu !!!!!,positive
What can i say...amazing.Marlon Brando and Al Pacino immortalised themselves after this movie.,positive
"A very long movie, but worth it if you can stay awake to the end.",positive
Marlon Brando's acting. Thousands of actors have spent their lives just trying Brando's 'Godfather' moves. Thousands of film-makers have spent their lives to make a film in way Coppola did. Godfather is the best movie I have ever watched in my life.,negative
A wonderful allegory for the American dream.,positive
"The Godfarth is considered a monumental achievement in film. But to be honest with you, I just dont hold it in the same light as most of my friends. Granted, I found Pachino's performance as Michael, and his evolution into the Godfather to be stunning. But the movie as a whole had a lot of down scenes that made me ask the question ""what is the point of this scene? A good movie, hell a great movie, but i wouldn't consider it the 800 gorilla that everyone else makes it out to be",negative
One of the true modern-day cinema epics. Superb acting. Unforgettable,positive
"you know, godfather 2 was better, but damn if this movie isn't spectacular as well. the only reason this movie doesnt have the full 5 is cuz somehow the sequel surpassed it. pacino does so well going from quiet to intense back to quiet again.",positive
One of the best movies ever made! Hands down..a must have item in everyone's dvd collection!,positive
great Marlon Brando!!,positive
My favorite movie of all time,positive
I am The Godfather. This was my past life.,positive
Film culte! Acteurs cultes! Musiques cultes! Tout pour un chef d'oeuvre! Dommage la longueur du film 2h55 un peu long...,positive
A classic film need i say more,positive
best mafia movie all time,positive
the greatest gangster movie of all time parts 2 & 3 are included in this selection as its really all one film,positive
I finally saw this movie and was not disappointed!,positive
Great mobster movie. Obviously.,positive
Francis Ford Coppola at his best,positive
I'm not writing anything more than you must see this film.,positive
"Hate him, fear him, despise him, he is King Cobra, commanding, all knowing, supreme in his power, awesome in his wrath.. Quite simply the greatest movie made. Period.",positive
"This is an offer you can't refuse, it's damn near impossible to effectively argue reasons for not liking this movie.",positive
The all time classic!!!,positive
karizman oluyum carleone emmi,positive
Greatest movie ever made,positive
Doesn't get much better than this.,positive
"too long for me, and not real memorable since i saw it rather young. maybe my rating would change if i watched it again, but I'm just not interested enough right now to do so.",negative
The biggest pile of shit that I have ever seen - - - - - ahhhh! Who am I kidding?,positive
"Napomena!!! Lista filmova i glumaca nije striktna i tacna...to su samo filmovi koji mi padaju napamet ili sam skorije gledao!!! Kum-sta reci,fenomenalno!!!",positive
well there is nothing much really i can say.all the other reviews that support this movie have my THUMBS UP.the BEST Movie on Earth,positive
best movie ever made,positive
ok 3's not great but 1 and 2!!!,positive
The ganster movie above all gangster movie. It actually teaches you more about life than most films these days,positive
"una verdadera obra maestra!!! el guion es excelso, dialogos elaborados, personajes imponentes sin ser caricaturizados,",positive
"Ok, nothing original with this rate...",positive
I make you an offer you can't refuse...,positive
"DO yourself a favor: get the DVDs of all THREE Godfather films and make a day of it: back-to-back-to-back. Brilliant film making. This is the ""Citizen Kane"" of the 1970's and beyond.",positive
troppo bello! dopo averlo visto volevo chiamare mio figlio Mikey oppure Sonnie!!!!! mi Ã¨ spiaciuto tantissimo quando ho finito di vederlo.,positive
MY ULTIMATE FAVE!!!!,positive
Say nothing.. Just watch! You will understand...,positive
Awesome..Perfect..The Godfather stands up to any movie and kicks the other movie's ass..,positive
This film is the standard by which all other films should be judged.,positive
a must see if u havent already,positive
the greatest movie of all time........,positive
there is no better movie than this one.,positive
"Perfection. Perfect performances, perfect writing, perfect direction. If you love movies, you love ""The Godfather"".",positive
The best gangster movies ever,positive
the Filet Mignon of film.,positive
such a great movie should be counted as number one,positive
I would give this 10 stars if I could. It is awesome!!!!,positive
"The best gangsterÂ´s movie ever, real, amazing, inspires to be a ""CorleoneÂ´s soldier""",positive
"I dont like these, too long and boaring, you want a good mobster film watch Goodfellas.",negative
"Sonny: Hey, whaddya gonna do, nice college boy, eh? Didn't want to get mixed up in the Family business, huh? Now you wanna gun down a police captain. Why? Because he slapped ya in the face a little bit? Hah? What do you think this is the Army, where you shoot 'em a mile away? You've gotta get up close like this and - bada-BING! - you blow their brains all over your nice Ivy League suit. C'mere...",positive
"This is a classic for good reason, it adapts the story perfectly, with great characters and acting.",positive
